sequence_id,split,hist_t-5_lat,hist_t-5_lon,hist_t-5_hours_before_target,hist_t-4_lat,hist_t-4_lon,hist_t-4_hours_before_target,hist_t-3_lat,hist_t-3_lon,hist_t-3_hours_before_target,hist_t-2_lat,hist_t-2_lon,hist_t-2_hours_before_target,hist_t-1_lat,hist_t-1_lon,hist_t-1_hours_before_target,target_timestamp,target_latitude,target_longitude
SEQ_0012071,train,40.83432,-73.82417,1.498,40.69648,-73.80827,0.557,40.71434,-73.78212,0.526,40.72849,-73.85055,0.066,40.7234,-73.87514,0.028,2025-05-07 20:20:10.000000000,40.72725,-73.8667
SEQ_0012072,train,40.69648,-73.80827,0.684,40.71434,-73.78212,0.653,40.72849,-73.85055,0.193,40.7234,-73.87514,0.155,40.72725,-73.8667,0.127,2025-05-07 20:27:47.000000000,40.69459,-73.85088
SEQ_0012073,train,40.71434,-73.78212,0.708,40.72849,-73.85055,0.247,40.7234,-73.87514,0.21,40.72725,-73.8667,0.181,40.69459,-73.85088,0.054,2025-05-07 20:31:03.000000000,40.6954,-73.89086
SEQ_0012074,train,40.72849,-73.85055,0.404,40.7234,-73.87514,0.367,40.72725,-73.8667,0.339,40.69459,-73.85088,0.212,40.6954,-73.89086,0.157,2025-05-07 20:40:29.000000000,40.65544,-73.91299
SEQ_0012075,train,40.7234,-73.87514,0.699,40.72725,-73.8667,0.67,40.69459,-73.85088,0.543,40.6954,-73.89086,0.489,40.65544,-73.91299,0.332,2025-05-07 21:00:22.730295513,40.80166,-73.86386
SEQ_0012076,train,40.72725,-73.8667,0.826,40.69459,-73.85088,0.7,40.6954,-73.89086,0.645,40.65544,-73.91299,0.488,40.80166,-73.86386,0.156,2025-05-07 21:09:45.224360633,40.88084,-73.83963
SEQ_0012077,train,40.69459,-73.85088,1.289,40.6954,-73.89086,1.235,40.65544,-73.91299,1.078,40.80166,-73.86386,0.746,40.88084,-73.83963,0.59,2025-05-07 21:45:08.000000000,40.81456,-73.93897
SEQ_0012078,train,40.6954,-73.89086,1.51,40.65544,-73.91299,1.353,40.80166,-73.86386,1.021,40.88084,-73.83963,0.865,40.81456,-73.93897,0.276,2025-05-07 22:01:40.000000000,40.71868,-73.84478
SEQ_0012079,train,40.65544,-73.91299,1.563,40.80166,-73.86386,1.231,40.88084,-73.83963,1.075,40.81456,-73.93897,0.485,40.71868,-73.84478,0.21,2025-05-07 22:14:15.000000000,40.74208,-73.83342
SEQ_0012080,train,40.80166,-73.86386,1.29,40.88084,-73.83963,1.133,40.81456,-73.93897,0.544,40.71868,-73.84478,0.268,40.74208,-73.83342,0.058,2025-05-07 22:17:45.000000000,40.75753,-73.83637
SEQ_0012081,train,40.88084,-73.83963,1.261,40.81456,-73.93897,0.671,40.71868,-73.84478,0.395,40.74208,-73.83342,0.186,40.75753,-73.83637,0.127,2025-05-07 22:25:23.296024446,40.8,-73.933
SEQ_0012082,train,40.81456,-73.93897,0.778,40.71868,-73.84478,0.502,40.74208,-73.83342,0.292,40.75753,-73.83637,0.234,40.8,-73.933,0.107,2025-05-07 22:31:48.000000000,40.80022,-73.96956
SEQ_0012083,train,40.71868,-73.84478,0.534,40.74208,-73.83342,0.324,40.75753,-73.83637,0.266,40.8,-73.933,0.139,40.80022,-73.96956,0.032,2025-05-07 22:33:42.191066270,40.79192,-73.97469
SEQ_0012084,train,40.74208,-73.83342,0.357,40.75753,-73.83637,0.298,40.8,-73.933,0.171,40.80022,-73.96956,0.064,40.79192,-73.97469,0.032,2025-05-07 22:35:39.128314126,40.80165,-73.97047
SEQ_0012085,train,40.75753,-73.83637,0.311,40.8,-73.933,0.184,40.80022,-73.96956,0.077,40.79192,-73.97469,0.045,40.80165,-73.97047,0.013,2025-05-07 22:36:25.000000000,40.76888,-73.97782
SEQ_0012086,train,40.8,-73.933,0.285,40.80022,-73.96956,0.178,40.79192,-73.97469,0.146,40.80165,-73.97047,0.114,40.76888,-73.97782,0.101,2025-05-07 22:42:28.000000000,40.74674,-73.98356
SEQ_0012087,train,40.80022,-73.96956,0.355,40.79192,-73.97469,0.324,40.80165,-73.97047,0.291,40.76888,-73.97782,0.278,40.74674,-73.98356,0.178,2025-05-07 22:53:07.000000000,40.75901,-73.97543
SEQ_0012088,train,40.79192,-73.97469,0.379,40.80165,-73.97047,0.346,40.76888,-73.97782,0.334,40.74674,-73.98356,0.233,40.75901,-73.97543,0.055,2025-05-07 22:56:26.000000000,40.75358,-73.98124
SEQ_0012089,train,40.80165,-73.97047,0.398,40.76888,-73.97782,0.385,40.74674,-73.98356,0.284,40.75901,-73.97543,0.107,40.75358,-73.98124,0.052,2025-05-07 22:59:32.000000000,40.73564,-74.00289
SEQ_0012090,train,40.76888,-73.97782,0.463,40.74674,-73.98356,0.362,40.75901,-73.97543,0.185,40.75358,-73.98124,0.13,40.73564,-74.00289,0.078,2025-05-07 23:04:13.000000000,40.7468,-73.98652
SEQ_0012091,train,40.74674,-73.98356,0.776,40.75901,-73.97543,0.598,40.75358,-73.98124,0.543,40.73564,-74.00289,0.491,40.7468,-73.98652,0.413,2025-05-07 23:29:01.000000000,40.80726,-73.93307
SEQ_0012092,train,40.75901,-73.97543,0.664,40.75358,-73.98124,0.609,40.73564,-74.00289,0.557,40.7468,-73.98652,0.479,40.80726,-73.93307,0.066,2025-05-07 23:32:58.000000000,40.82392,-73.9126
SEQ_0012093,train,40.75358,-73.98124,0.944,40.73564,-74.00289,0.892,40.7468,-73.98652,0.814,40.80726,-73.93307,0.4,40.82392,-73.9126,0.335,2025-05-07 23:53:02.670156286,40.59936,-73.76144
SEQ_0012094,train,40.73564,-74.00289,0.933,40.7468,-73.98652,0.855,40.80726,-73.93307,0.442,40.82392,-73.9126,0.376,40.59936,-73.76144,0.041,2025-05-07 23:55:32.012048033,40.60088,-73.77126
SEQ_0012095,train,40.7468,-73.98652,0.888,40.80726,-73.93307,0.475,40.82392,-73.9126,0.409,40.59936,-73.76144,0.075,40.60088,-73.77126,0.033,2025-05-07 23:57:31.037395216,40.60199,-73.78127
SEQ_0012096,train,40.80726,-73.93307,0.512,40.82392,-73.9126,0.446,40.59936,-73.76144,0.112,40.60088,-73.77126,0.07,40.60199,-73.78127,0.037,2025-05-07 23:59:45.206756347,40.60216,-73.76018
SEQ_0012097,train,40.82392,-73.9126,0.847,40.59936,-73.76144,0.512,40.60088,-73.77126,0.471,40.60199,-73.78127,0.438,40.60216,-73.76018,0.401,2025-05-08 00:23:47.632515167,40.6275,-73.90396
SEQ_0012098,train,40.59936,-73.76144,0.57,40.60088,-73.77126,0.528,40.60199,-73.78127,0.495,40.60216,-73.76018,0.458,40.6275,-73.90396,0.057,2025-05-08 00:27:14.524896925,40.63102,-73.89911
SEQ_0012099,train,40.60088,-73.77126,0.532,40.60199,-73.78127,0.499,40.60216,-73.76018,0.462,40.6275,-73.90396,0.061,40.63102,-73.89911,0.003,2025-05-08 00:27:27.000000000,40.64464,-73.87865
SEQ_0012100,train,40.60199,-73.78127,0.886,40.60216,-73.76018,0.849,40.6275,-73.90396,0.448,40.63102,-73.89911,0.391,40.64464,-73.87865,0.387,2025-05-08 00:50:41.000000000,40.57002,-74.00629
SEQ_0012101,train,40.60216,-73.76018,0.886,40.6275,-73.90396,0.486,40.63102,-73.89911,0.428,40.64464,-73.87865,0.425,40.57002,-74.00629,0.038,2025-05-08 00:52:56.000000000,40.59702,-73.9637
SEQ_0012102,train,40.6275,-73.90396,0.583,40.63102,-73.89911,0.526,40.64464,-73.87865,0.522,40.57002,-74.00629,0.135,40.59702,-73.9637,0.098,2025-05-08 00:58:47.000000000,40.64036,-74.00647
SEQ_0012103,train,40.63102,-73.89911,1.084,40.64464,-73.87865,1.081,40.57002,-74.00629,0.694,40.59702,-73.9637,0.656,40.64036,-74.00647,0.559,2025-05-08 01:32:18.000000000,40.5956,-74.00229
SEQ_0012104,train,40.64464,-73.87865,1.157,40.57002,-74.00629,0.77,40.59702,-73.9637,0.732,40.64036,-74.00647,0.635,40.5956,-74.00229,0.076,2025-05-08 01:36:52.000000000,40.59292,-74.00627
SEQ_0012105,train,40.57002,-74.00629,0.789,40.59702,-73.9637,0.752,40.64036,-74.00647,0.654,40.5956,-74.00229,0.096,40.59292,-74.00627,0.019,2025-05-08 01:38:02.000000000,40.59226,-74.03331
SEQ_0012106,train,40.59702,-73.9637,0.818,40.64036,-74.00647,0.721,40.5956,-74.00229,0.162,40.59292,-74.00627,0.086,40.59226,-74.03331,0.066,2025-05-08 01:42:01.000000000,40.603,-73.98544
SEQ_0012107,train,40.64036,-74.00647,1.049,40.5956,-74.00229,0.491,40.59292,-74.00627,0.415,40.59226,-74.03331,0.395,40.603,-73.98544,0.329,2025-05-08 02:01:44.932761335,40.59274,-74.01586
SEQ_0012108,train,40.5956,-74.00229,0.496,40.59292,-74.00627,0.42,40.59226,-74.03331,0.401,40.603,-73.98544,0.334,40.59274,-74.01586,0.006,2025-05-08 02:02:04.901809382,40.59222,-74.01332
SEQ_0012109,train,40.59292,-74.00627,0.453,40.59226,-74.03331,0.434,40.603,-73.98544,0.367,40.59274,-74.01586,0.039,40.59222,-74.01332,0.033,2025-05-08 02:04:03.989127868,40.57148,-73.99687
SEQ_0012110,train,40.59226,-74.03331,0.515,40.603,-73.98544,0.449,40.59274,-74.01586,0.12,40.59222,-74.01332,0.114,40.57148,-73.99687,0.081,2025-05-08 02:08:56.830191619,40.58679,-74.01382
SEQ_0012111,train,40.603,-73.98544,0.464,40.59274,-74.01586,0.135,40.59222,-74.01332,0.129,40.57148,-73.99687,0.096,40.58679,-74.01382,0.015,2025-05-08 02:09:50.258777219,40.61012,-74.02177
SEQ_0012112,train,40.59274,-74.01586,0.243,40.59222,-74.01332,0.238,40.57148,-73.99687,0.205,40.58679,-74.01382,0.123,40.61012,-74.02177,0.108,2025-05-08 02:16:20.213769976,40.70099,-73.93915
SEQ_0012113,train,40.59222,-74.01332,0.315,40.57148,-73.99687,0.282,40.58679,-74.01382,0.201,40.61012,-74.02177,0.186,40.70099,-73.93915,0.078,2025-05-08 02:20:59.959638924,40.70518,-73.94125
SEQ_0012114,train,40.57148,-73.99687,0.368,40.58679,-74.01382,0.286,40.61012,-74.02177,0.271,40.70099,-73.93915,0.163,40.70518,-73.94125,0.085,2025-05-08 02:26:07.463025331,40.69116,-73.9602
SEQ_0012115,train,40.58679,-74.01382,0.292,40.61012,-74.02177,0.277,40.70099,-73.93915,0.169,40.70518,-73.94125,0.091,40.69116,-73.9602,0.006,2025-05-08 02:26:28.212179961,40.69485,-73.96252
SEQ_0012116,train,40.61012,-74.02177,0.278,40.70099,-73.93915,0.17,40.70518,-73.94125,0.092,40.69116,-73.9602,0.006,40.69485,-73.96252,0.001,2025-05-08 02:26:30.634619940,40.70532,-73.96689
SEQ_0012117,train,40.70099,-73.93915,0.897,40.70518,-73.94125,0.819,40.69116,-73.9602,0.733,40.69485,-73.96252,0.728,40.70532,-73.96689,0.727,2025-05-08 03:10:07.999061284,40.67052,-73.90992
SEQ_0012118,train,40.70518,-73.94125,1.222,40.69116,-73.9602,1.137,40.69485,-73.96252,1.131,40.70532,-73.96689,1.131,40.67052,-73.90992,0.404,2025-05-08 03:34:20.665863954,40.82719,-73.8341
SEQ_0012119,train,40.69116,-73.9602,1.266,40.69485,-73.96252,1.26,40.70532,-73.96689,1.26,40.67052,-73.90992,0.533,40.82719,-73.8341,0.129,2025-05-08 03:42:06.000000000,40.82237,-73.823
SEQ_0012120,train,40.69485,-73.96252,1.426,40.70532,-73.96689,1.426,40.67052,-73.90992,0.699,40.82719,-73.8341,0.295,40.82237,-73.823,0.166,2025-05-08 03:52:02.700511774,40.79181,-73.79371
SEQ_0012121,train,40.70532,-73.96689,2.71,40.67052,-73.90992,1.983,40.82719,-73.8341,1.579,40.82237,-73.823,1.45,40.79181,-73.79371,1.284,2025-05-08 05:09:05.966925095,40.87145,-73.85917
SEQ_0012122,train,40.67052,-73.90992,3.953,40.82719,-73.8341,3.549,40.82237,-73.823,3.42,40.79181,-73.79371,3.254,40.87145,-73.85917,1.97,2025-05-08 07:07:17.000000000,40.66563,-73.99688
SEQ_0012123,train,40.82719,-73.8341,3.864,40.82237,-73.823,3.735,40.79181,-73.79371,3.569,40.87145,-73.85917,2.285,40.66563,-73.99688,0.316,2025-05-08 07:26:12.857890429,40.73686,-73.99267
SEQ_0012124,train,40.82237,-73.823,4.358,40.79181,-73.79371,4.192,40.87145,-73.85917,2.908,40.66563,-73.99688,0.938,40.73686,-73.99267,0.623,2025-05-08 08:03:34.202386034,40.8135,-73.94979
SEQ_0012125,train,40.79181,-73.79371,5.636,40.87145,-73.85917,4.352,40.66563,-73.99688,2.382,40.73686,-73.99267,2.067,40.8135,-73.94979,1.444,2025-05-08 09:30:13.000000000,40.52904,-74.21558
SEQ_0012126,train,40.87145,-73.85917,4.39,40.66563,-73.99688,2.421,40.73686,-73.99267,2.105,40.8135,-73.94979,1.482,40.52904,-74.21558,0.038,2025-05-08 09:32:31.000000000,40.52599,-74.21883
SEQ_0012127,train,40.66563,-73.99688,2.513,40.73686,-73.99267,2.197,40.8135,-73.94979,1.575,40.52904,-74.21558,0.131,40.52599,-74.21883,0.092,2025-05-08 09:38:03.000000000,40.50511,-74.17646
SEQ_0012128,train,40.73686,-73.99267,2.369,40.8135,-73.94979,1.746,40.52904,-74.21558,0.302,40.52599,-74.21883,0.264,40.50511,-74.17646,0.172,2025-05-08 09:48:21.000000000,40.52449,-74.24294
SEQ_0012129,train,40.8135,-73.94979,1.901,40.52904,-74.21558,0.457,40.52599,-74.21883,0.419,40.50511,-74.17646,0.327,40.52449,-74.24294,0.155,2025-05-08 09:57:39.000000000,40.54357,-74.18026
SEQ_0012130,train,40.52904,-74.21558,0.854,40.52599,-74.21883,0.816,40.50511,-74.17646,0.724,40.52449,-74.24294,0.552,40.54357,-74.18026,0.397,2025-05-08 10:21:28.331807281,40.86292,-73.9475
SEQ_0012131,train,40.52599,-74.21883,0.838,40.50511,-74.17646,0.745,40.52449,-74.24294,0.574,40.54357,-74.18026,0.419,40.86292,-73.9475,0.022,2025-05-08 10:22:46.326049467,40.86479,-73.9371
SEQ_0012132,train,40.50511,-74.17646,0.8,40.52449,-74.24294,0.628,40.54357,-74.18026,0.473,40.86292,-73.9475,0.076,40.86479,-73.9371,0.054,2025-05-08 10:26:02.000000000,40.83681,-73.89315
SEQ_0012133,train,40.52449,-74.24294,0.685,40.54357,-74.18026,0.53,40.86292,-73.9475,0.133,40.86479,-73.9371,0.111,40.83681,-73.89315,0.057,2025-05-08 10:29:26.000000000,40.85516,-73.88622
SEQ_0012134,train,40.54357,-74.18026,1.204,40.86292,-73.9475,0.807,40.86479,-73.9371,0.785,40.83681,-73.89315,0.731,40.85516,-73.88622,0.674,2025-05-08 11:09:54.000000000,40.8512,-73.89519
SEQ_0012135,train,40.86292,-73.9475,1.35,40.86479,-73.9371,1.329,40.83681,-73.89315,1.274,40.85516,-73.88622,1.218,40.8512,-73.89519,0.543,2025-05-08 11:42:30.000000000,40.60691,-73.8991
SEQ_0012136,train,40.86479,-73.9371,1.377,40.83681,-73.89315,1.323,40.85516,-73.88622,1.266,40.8512,-73.89519,0.592,40.60691,-73.8991,0.049,2025-05-08 11:45:25.000000000,40.60865,-73.89509
SEQ_0012137,train,40.83681,-73.89315,1.456,40.85516,-73.88622,1.399,40.8512,-73.89519,0.724,40.60691,-73.8991,0.181,40.60865,-73.89509,0.132,2025-05-08 11:53:22.000000000,40.62915,-73.87251
SEQ_0012138,train,40.85516,-73.88622,1.711,40.8512,-73.89519,1.036,40.60691,-73.8991,0.493,40.60865,-73.89509,0.444,40.62915,-73.87251,0.312,2025-05-08 12:12:05.000000000,40.66666,-73.95553
SEQ_0012139,train,40.8512,-73.89519,1.193,40.60691,-73.8991,0.649,40.60865,-73.89509,0.601,40.62915,-73.87251,0.468,40.66666,-73.95553,0.156,2025-05-08 12:21:28.000000000,40.67656,-73.95574
SEQ_0012140,train,40.60691,-73.8991,0.678,40.60865,-73.89509,0.629,40.62915,-73.87251,0.497,40.66666,-73.95553,0.185,40.67656,-73.95574,0.028,2025-05-08 12:23:10.000000000,40.66688,-73.96951
SEQ_0012141,train,40.60865,-73.89509,0.873,40.62915,-73.87251,0.741,40.66666,-73.95553,0.429,40.67656,-73.95574,0.272,40.66688,-73.96951,0.244,2025-05-08 12:37:49.000000000,40.66046,-73.95181
SEQ_0012142,train,40.62915,-73.87251,0.835,40.66666,-73.95553,0.523,40.67656,-73.95574,0.367,40.66688,-73.96951,0.338,40.66046,-73.95181,0.094,2025-05-08 12:43:28.000000000,40.6788,-73.91205
SEQ_0012143,train,40.66666,-73.95553,1.284,40.67656,-73.95574,1.128,40.66688,-73.96951,1.099,40.66046,-73.95181,0.855,40.6788,-73.91205,0.761,2025-05-08 13:29:08.000000000,40.7204,-73.73577
SEQ_0012144,train,40.67656,-73.95574,1.523,40.66688,-73.96951,1.495,40.66046,-73.95181,1.251,40.6788,-73.91205,1.156,40.7204,-73.73577,0.395,2025-05-08 13:52:51.349259060,40.64048,-73.98
SEQ_0012145,train,40.66688,-73.96951,1.618,40.66046,-73.95181,1.373,40.6788,-73.91205,1.279,40.7204,-73.73577,0.518,40.64048,-73.98,0.123,2025-05-08 14:00:13.000000000,40.63423,-74.00025
SEQ_0012146,train,40.66046,-73.95181,1.461,40.6788,-73.91205,1.366,40.7204,-73.73577,0.605,40.64048,-73.98,0.21,40.63423,-74.00025,0.087,2025-05-08 14:05:27.000000000,40.65225,-74.00516
SEQ_0012147,train,40.6788,-73.91205,1.385,40.7204,-73.73577,0.624,40.64048,-73.98,0.228,40.63423,-74.00025,0.106,40.65225,-74.00516,0.018,2025-05-08 14:06:33.000000000,40.64742,-73.99696
SEQ_0012148,train,40.7204,-73.73577,0.814,40.64048,-73.98,0.419,40.63423,-74.00025,0.296,40.65225,-74.00516,0.209,40.64742,-73.99696,0.191,2025-05-08 14:17:59.000000000,40.6601,-74.00064
SEQ_0012149,train,40.64048,-73.98,0.478,40.63423,-74.00025,0.355,40.65225,-74.00516,0.268,40.64742,-73.99696,0.25,40.6601,-74.00064,0.059,2025-05-08 14:21:32.000000000,40.667,-73.99679
SEQ_0012150,train,40.63423,-74.00025,0.497,40.65225,-74.00516,0.41,40.64742,-73.99696,0.392,40.6601,-74.00064,0.201,40.667,-73.99679,0.142,2025-05-08 14:30:03.000000000,40.63571,-73.9851
SEQ_0012151,train,40.65225,-74.00516,0.435,40.64742,-73.99696,0.416,40.6601,-74.00064,0.226,40.667,-73.99679,0.167,40.63571,-73.9851,0.025,2025-05-08 14:31:32.000000000,40.63016,-73.99254
SEQ_0012152,train,40.64742,-73.99696,0.497,40.6601,-74.00064,0.306,40.667,-73.99679,0.247,40.63571,-73.9851,0.105,40.63016,-73.99254,0.08,2025-05-08 14:36:21.000000000,40.66704,-73.95822
SEQ_0012153,train,40.6601,-74.00064,0.428,40.667,-73.99679,0.368,40.63571,-73.9851,0.226,40.63016,-73.99254,0.202,40.66704,-73.95822,0.121,2025-05-08 14:43:38.000000000,40.66662,-73.97586
SEQ_0012154,train,40.667,-73.99679,0.524,40.63571,-73.9851,0.382,40.63016,-73.99254,0.358,40.66704,-73.95822,0.277,40.66662,-73.97586,0.156,2025-05-08 14:52:59.000000000,40.64379,-74.00698
SEQ_0012155,train,40.63571,-73.9851,0.681,40.63016,-73.99254,0.657,40.66704,-73.95822,0.576,40.66662,-73.97586,0.455,40.64379,-74.00698,0.299,2025-05-08 15:10:56.000000000,40.74249,-73.87996
SEQ_0012156,train,40.63016,-73.99254,0.935,40.66704,-73.95822,0.855,40.66662,-73.97586,0.733,40.64379,-74.00698,0.578,40.74249,-73.87996,0.278,2025-05-08 15:27:38.000000000,40.8473,-73.82511
SEQ_0012157,train,40.66704,-73.95822,0.906,40.66662,-73.97586,0.785,40.64379,-74.00698,0.629,40.74249,-73.87996,0.33,40.8473,-73.82511,0.052,2025-05-08 15:30:44.000000000,40.86168,-73.80408
SEQ_0012158,train,40.66662,-73.97586,0.875,40.64379,-74.00698,0.719,40.74249,-73.87996,0.42,40.8473,-73.82511,0.141,40.86168,-73.80408,0.09,2025-05-08 15:36:07.000000000,40.89604,-73.81937
SEQ_0012159,train,40.64379,-74.00698,0.745,40.74249,-73.87996,0.446,40.8473,-73.82511,0.167,40.86168,-73.80408,0.116,40.89604,-73.81937,0.026,2025-05-08 15:37:40.000000000,40.89044,-73.80066
SEQ_0012160,train,40.74249,-73.87996,0.821,40.8473,-73.82511,0.542,40.86168,-73.80408,0.491,40.89604,-73.81937,0.401,40.89044,-73.80066,0.375,2025-05-08 16:00:10.039817892,40.84942,-73.90105
SEQ_0012161,train,40.8473,-73.82511,0.544,40.86168,-73.80408,0.492,40.89604,-73.81937,0.403,40.89044,-73.80066,0.377,40.84942,-73.90105,0.002,2025-05-08 16:00:16.473936291,40.86356,-73.89142
SEQ_0012162,train,40.86168,-73.80408,0.611,40.89604,-73.81937,0.522,40.89044,-73.80066,0.496,40.84942,-73.90105,0.121,40.86356,-73.89142,0.119,2025-05-08 16:07:24.997707226,40.85747,-73.90022
SEQ_0012163,train,40.89604,-73.81937,0.525,40.89044,-73.80066,0.499,40.84942,-73.90105,0.124,40.86356,-73.89142,0.122,40.85747,-73.90022,0.003,2025-05-08 16:07:36.872128852,40.8413,-73.88906
SEQ_0012164,train,40.89044,-73.80066,0.557,40.84942,-73.90105,0.182,40.86356,-73.89142,0.18,40.85747,-73.90022,0.061,40.8413,-73.88906,0.058,2025-05-08 16:11:06.006225152,40.84148,-73.9087
SEQ_0012165,train,40.84942,-73.90105,0.197,40.86356,-73.89142,0.195,40.85747,-73.90022,0.076,40.8413,-73.88906,0.073,40.84148,-73.9087,0.015,2025-05-08 16:11:58.446506246,40.84592,-73.91799
SEQ_0012166,train,40.86356,-73.89142,0.199,40.85747,-73.90022,0.08,40.8413,-73.88906,0.077,40.84148,-73.9087,0.019,40.84592,-73.91799,0.004,2025-05-08 16:12:13.754485664,40.85173,-73.9173
SEQ_0012167,train,40.85747,-73.90022,0.101,40.8413,-73.88906,0.098,40.84148,-73.9087,0.04,40.84592,-73.91799,0.025,40.85173,-73.9173,0.021,2025-05-08 16:13:28.738536040,40.84376,-73.92096
SEQ_0012168,train,40.8413,-73.88906,0.433,40.84148,-73.9087,0.375,40.84592,-73.91799,0.361,40.85173,-73.9173,0.356,40.84376,-73.92096,0.336,2025-05-08 16:33:37.000000000,40.85118,-73.90269
SEQ_0012169,train,40.84148,-73.9087,0.45,40.84592,-73.91799,0.435,40.85173,-73.9173,0.431,40.84376,-73.92096,0.41,40.85118,-73.90269,0.074,2025-05-08 16:38:05.000000000,40.87677,-73.88321
SEQ_0012170,train,40.84592,-73.91799,0.562,40.85173,-73.9173,0.558,40.84376,-73.92096,0.537,40.85118,-73.90269,0.201,40.87677,-73.88321,0.127,2025-05-08 16:45:42.000000000,40.8747,-73.93262
SEQ_0012171,train,40.85173,-73.9173,0.655,40.84376,-73.92096,0.634,40.85118,-73.90269,0.298,40.87677,-73.88321,0.224,40.8747,-73.93262,0.097,2025-05-08 16:51:30.000000000,40.85748,-73.92073
SEQ_0012172,train,40.84376,-73.92096,0.719,40.85118,-73.90269,0.383,40.87677,-73.88321,0.309,40.8747,-73.93262,0.182,40.85748,-73.92073,0.085,2025-05-08 16:56:37.000000000,40.83913,-73.90247
SEQ_0012173,train,40.85118,-73.90269,0.535,40.87677,-73.88321,0.461,40.8747,-73.93262,0.334,40.85748,-73.92073,0.237,40.83913,-73.90247,0.152,2025-05-08 17:05:44.000000000,40.86449,-73.89537
SEQ_0012174,train,40.87677,-73.88321,0.637,40.8747,-73.93262,0.51,40.85748,-73.92073,0.414,40.83913,-73.90247,0.328,40.86449,-73.89537,0.176,2025-05-08 17:16:19.000000000,40.83993,-73.91454
SEQ_0012175,train,40.8747,-73.93262,0.567,40.85748,-73.92073,0.47,40.83913,-73.90247,0.385,40.86449,-73.89537,0.233,40.83993,-73.91454,0.057,2025-05-08 17:19:43.000000000,40.78613,-73.94811
SEQ_0012176,train,40.85748,-73.92073,0.544,40.83913,-73.90247,0.459,40.86449,-73.89537,0.307,40.83993,-73.91454,0.131,40.78613,-73.94811,0.074,2025-05-08 17:24:09.000000000,40.78775,-73.95582
SEQ_0012177,train,40.83913,-73.90247,0.585,40.86449,-73.89537,0.433,40.83993,-73.91454,0.257,40.78613,-73.94811,0.2,40.78775,-73.95582,0.126,2025-05-08 17:31:43.000000000,40.80999,-73.96797
SEQ_0012178,train,40.86449,-73.89537,0.466,40.83993,-73.91454,0.289,40.78613,-73.94811,0.233,40.78775,-73.95582,0.159,40.80999,-73.96797,0.033,2025-05-08 17:33:41.000000000,40.81859,-73.96465
SEQ_0012179,train,40.83993,-73.91454,0.307,40.78613,-73.94811,0.25,40.78775,-73.95582,0.176,40.80999,-73.96797,0.05,40.81859,-73.96465,0.018,2025-05-08 17:34:44.000000000,40.81884,-73.9646
SEQ_0012180,train,40.78613,-73.94811,0.411,40.78775,-73.95582,0.337,40.80999,-73.96797,0.211,40.81859,-73.96465,0.178,40.81884,-73.9646,0.16,2025-05-08 17:44:21.000000000,40.80576,-73.96515
SEQ_0012181,train,40.78775,-73.95582,0.375,40.80999,-73.96797,0.249,40.81859,-73.96465,0.216,40.81884,-73.9646,0.199,40.80576,-73.96515,0.039,2025-05-08 17:46:40.000000000,40.80043,-73.97073
SEQ_0012182,train,40.80999,-73.96797,0.275,40.81859,-73.96465,0.242,40.81884,-73.9646,0.224,40.80576,-73.96515,0.064,40.80043,-73.97073,0.026,2025-05-08 17:48:12.000000000,40.79877,-73.97554
SEQ_0012183,train,40.81859,-73.96465,0.368,40.81884,-73.9646,0.35,40.80576,-73.96515,0.19,40.80043,-73.97073,0.151,40.79877,-73.97554,0.126,2025-05-08 17:55:44.000000000,40.8181,-73.96278
SEQ_0012184,train,40.81884,-73.9646,0.469,40.80576,-73.96515,0.309,40.80043,-73.97073,0.271,40.79877,-73.97554,0.245,40.8181,-73.96278,0.119,2025-05-08 18:02:54.000000000,40.86154,-73.94146
SEQ_0012185,train,40.80576,-73.96515,0.329,40.80043,-73.97073,0.29,40.79877,-73.97554,0.265,40.8181,-73.96278,0.139,40.86154,-73.94146,0.02,2025-05-08 18:04:04.593150351,40.80424,-73.93193
SEQ_0012186,train,40.80043,-73.97073,0.37,40.79877,-73.97554,0.344,40.8181,-73.96278,0.219,40.86154,-73.94146,0.099,40.80424,-73.93193,0.08,2025-05-08 18:08:52.000000000,40.76999,-73.96377
